P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,Clases
2376.384145,8283.379742,4582.61465,3852.300165,4625.019589,4461.330249,4268.443728,16521.0716,9452.483792,2674.411909,5649.602775,47018.22974,59755.48639,3707.01611,2762.469869,5552.169422,10570.59771,4541.968211,4254.433486,6796.81611,5841.180127,3206.525017,4270.644225,2439.021813,7412.562033,11452.00382,22605.59886,5871.733587,5358.191566,4088.684869,6149.713746,30827.71065,9181.758413,1982.145467,4670.557711,15379.28417,5163.508431,3979.316016,5745.076374,5285.782643,4332.842807,2381.883685,4330.533461,4460.17926,12929.44822,8312.790083,10754.03688,4109.231249,12383.26465,2162.813946,4865.308466,2760.065473,2400.975149,2684.878047,11008.4017,4461.965425,4977.614444,2424.70539,6292.136683,3414.954301,698.4993271,4634.112198,4596.760041,5459.569478,4776.50314,3938.252575,3373.414692,5286.108377,9197.196914,3492.944162,3237.721491,2579.156404,2327.655639,3561.294782,7408.768026,3474.377927,3105.419381,8456.68785,6114.393512,8043.199539,9552.729837,703.0051893,3157.332136,4101.206783,2237.003868,1222.594943,2087.486283,3600.225458,6999.139538,6902.157405,18553.14192,6164.865212,6787.763486,11034.0298,15417.8994,9227.76098,4694.87513,37515.05483,6487.747768,6858.245122,5743.658425,6480.600675,2826.79486,5385.703496,2980.94731,5246.651418,4964.996073,7549.513324,7004.426939,4123.601094,4241.909774,2934.27152,898.5516233,2042.767842,4774.180629,12927.00128,8295.189428,4017.371824,63.205045,2
2189.917702,7652.247188,4398.998628,4203.058855,4887.53736,4765.67341,4451.862439,21038.63495,9512.0715,3130.76627,6167.161813,61131.81995,58743.55934,3888.57626,3359.207974,5371.010449,10560.70162,5665.115077,4258.589194,6857.781934,6480.600675,2909.466609,4020.40331,2901.192126,7724.278077,11500.02447,23414.85035,5823.197554,4761.670331,4566.742691,6624.698365,31483.90861,6976.198698,2242.178044,4825.082151,14982.81403,5360.584753,4204.404567,6212.743566,5763.015999,4351.128316,1774.03271,4419.933048,4162.389956,14308.68682,8463.678049,11512.42973,3599.581454,12496.94391,2475.935297,5369.771225,3659.117022,2918.848952,2074.735814,12516.17399,4885.998451,3843.698142,2666.139703,6022.178589,3963.409646,678.6644651,4252.455701,4374.443839,5282.598961,5070.973733,4447.702375,3434.513757,5134.926222,10496.03577,3950.820652,3377.518866,2681.875179,2059.740547,3657.72448,6097.524368,3464.045639,3052.63274,8753.709586,6410.212994,8327.71418,10158.6324,329.9259191,2843.77894,4234.518308,2770.602028,1403.192726,2411.809428,4471.747541,5986.34686,7353.548451,16754.16365,5506.079404,6649.790818,9682.853503,17007.15107,9211.899633,2752.061135,39607.96319,6841.191581,6764.120162,5995.333455,6640.198166,3149.195773,5204.626128,3409.710226,5017.295002,4693.797392,8212.425724,7126.935633,4473.106583,4109.231249,2158.865377,572.51357,1793.186702,3957.020891,10163.92907,8083.837619,3412.071371,50.93367049,2
2396.418944,11531.26481,9150.041692,3745.602585,4146.866277,3037.259425,6111.671707,4852.772711,7472.955335,3347.558098,5809.442006,4977.614444,6592.26071,2138.926601,2285.031842,6841.63977,7784.601731,4046.12871,5464.724274,11291.60344,5414.310064,2760.186703,3427.530949,2760.065473,3955.727506,4393.326316,8283.379742,8300.020997,6129.619872,3305.290849,7310.617942,32756.68422,5931.266129,2361.270074,3776.623734,1894.793914,7040.772486,4479.324448,4428.820282,7549.513324,3501.449808,4195.089027,3919.901519,6019.989593,21465.89279,9740.342386,8340.861968,3347.389157,4511.367004,2133.107937,4127.411049,2393.668724,2063.94655,1739.866671,9327.049067,2811.788701,24193.66194,7194.636625,4861.156214,6812.320125,1526.489088,5061.058815,4165.480307,5321.451328,3824.861333,3644.569332,2314.239408,4707.29926,5952.726466,3869.137156,3002.411223,2390.993839,1971.500073,3044.235662,4121.826054,4795.665714,2850.618064,6353.792217,3989.726687,10722.42597,18647.41405,1808.022942,2483.602794,3668.197737,8753.709586,1717.846598,2810.259404,3143.541597,9339.433182,8207.892034,3629.105063,4475.314002,6865.18545,7021.996089,5570.42342,10715.28947,4738.06004,14106.69351,5966.154997,5017.183854,5706.351526,6354.429549,3162.432377,3291.159277,4305.7749,9006.612266,3976.477147,15184.80734,50694.65603,5745.389231,5191.376315,3794.49897,500.5046474,1198.928028,5552.169422,17524.00255,12241.18983,6528.223167,176.6242929,2
1963.705478,7858.174418,7126.935633,3802.881674,4151.256819,3320.681102,5030.529791,4787.459993,7442.322744,3668.359431,5891.809886,4418.949739,6316.284684,3027.099716,2650.635169,6710.214286,8561.221625,3931.571147,5131.257783,9249.704254,6146.186091,2801.904059,3823.180621,2458.965583,4128.480754,4136.454177,9224.709016,8047.432969,5925.419345,3522.515123,6865.18545,37515.05483,6449.382941,2174.260413,4233.105647,2673.76263,7762.745226,5444.571135,5075.509191,7094.459591,3407.083556,6296.441228,4339.288925,5003.949064,25619.22233,13470.98934,11608.39523,4220.182712,5256.795832,2459.410427,4849.256902,2900.362641,2331.565192,1936.328811,12453.10794,3410.896672,18553.14192,10673.7805,5344.406335,7140.9176,1441.573627,3893.955075,4083.990229,5421.199179,4691.576132,4106.484813,2323.769063,4951.36878,6458.154882,4026.635367,3045.412677,1854.157126,1520.346246,2603.525708,3863.32017,5135.558968,2649.864324,6190.935105,3676.142491,10158.6324,21038.63495,1794.00374,2329.389081,3474.377927,9154.410749,1615.123611,2993.880576,3045.288646,9665.780446,7757.145237,3465.36686,4693.086927,7197.917255,6297.566187,5376.4137,12298.01815,4023.099303,12221.69642,6028.525511,5035.642336,5150.510797,6772.052558,2876.08394,3570.277001,4740.535333,10560.70162,3832.12487,14907.41435,50694.65603,5809.363073,4437.507346,3322.640243,794.4683848,1223.300143,5162.662836,17103.48024,8368.35226,5780.373104,176.6242929,2
993.3986232,5543.475591,4518.529117,4408.962697,4515.292743,3812.608488,4284.703473,6568.362945,7466.010892,2172.266446,5616.805529,9854.522906,11034.0298,3966.564128,3238.176026,3533.284615,7162.403721,2665.710806,4602.695944,8364.704388,5871.733587,3349.944449,8334.561451,2778.419507,7140.9176,4419.493471,4355.144185,16255.40469,5120.598601,2513.4476,5238.235306,23850.71178,13748.64396,1886.226287,4412.772812,3382.80887,6620.19519,5163.508431,5084.265698,7043.637028,5433.331071,2131.253688,4299.804562,4453.376696,11088.64367,40496.14792,10034.77432,3570.494058,6065.187205,2473.121979,5003.585092,2883.804459,2439.021813,1824.265058,12673.69415,4304.031052,7447.235175,4244.857977,6260.240571,5493.142584,769.197604,5841.180127,5616.608049,5675.674659,6911.500959,4076.833789,3211.022569,12362.95548,6437.17916,3871.393105,2809.70556,1922.668035,1062.326516,2787.135331,4835.767609,5877.944477,2842.036423,8416.744426,6573.192758,24479.51626,9249.704254,1578.398202,2539.432818,3175.813247,2350.325817,1881.452759,2785.389194,3580.241421,3783.960589,21492.64486,4069.17386,5762.703142,47141.97206,8047.432969,7196.403681,41579.65719,5440.938258,9154.410749,5484.772108,4438.10908,10087.06051,4209.276578,3219.815248,5490.27973,4474.743347,4031.061894,4088.862075,8848.62552,12496.94391,4741.539455,3735.611526,3454.417291,332.4146943,2238.615891,3869.693702,12516.17399,8031.300328,4406.207196,40.54959929,2
434.9859404,5558.938501,3314.783347,4511.367004,6788.194722,4158.323867,4049.489738,6184.55746,8698.012582,2943.846175,7002.529811,8368.762115,8752.095746,3669.023252,3706.784211,3966.564128,5914.021953,5058.266406,4114.946821,8046.847411,6665.225763,3149.069675,7683.838026,3264.083843,8005.576779,4049.067106,4444.320093,17311.1498,4812.157318,3258.460641,5747.630602,25165.21242,11034.0298,2431.51469,4298.330948,3270.993385,7285.159078,5745.076374,5794.869127,6729.88451,5823.96799,2415.204759,4695.113788,4163.481226,14106.69351,43160.64716,10570.59771,3130.76627,6954.315877,2577.998594,6068.372584,3793.885119,2976.189366,2507.656835,12241.18983,4669.045321,5141.705655,4151.615569,6691.423766,5139.621966,866.0747506,5191.970104,4925.922565,5488.712901,9008.454454,5235.337547,3415.771897,18226.59634,7549.179265,3835.394747,3367.337961,2207.846105,1670.241552,3255.311972,4343.238351,6108.163618,2917.751893,9463.000909,6375.282879,24554.55642,11867.96078,1162.28036,2834.036144,3870.083909,2867.044988,1652.406508,2610.977793,3628.443842,3890.193753,17517.63612,3913.232954,5377.551984,48030.15679,6886.015242,6664.754805,35934.06487,3764.396849,10754.03688,5877.200934,5263.453642,10715.28947,4373.429693,3132.246991,5163.508431,3477.799748,4762.606671,4199.618127,9224.709016,13069.07609,4483.598452,3494.272114,2327.655639,63.205045,1043.21184,3170.716432,9780.154449,6199.273616,2456.365331,63.205045,2
2467.237789,1494.529817,3739.13907,2807.372649,6408.150237,4254.433486,3754.986633,11146.21203,7223.376119,1908.648834,6391.81469,5247.494813,14705.42104,3444.6063,6570.619771,19067.93636,4609.414873,4787.303996,4128.480754,9292.654857,7587.136083,2934.27152,4104.144751,3792.580787,5606.50557,4885.998451,5714.594973,7775.105902,6865.18545,3959.519283,7315.377849,8848.248623,3502.415538,1685.572488,3349.944449,3123.254277,4506.3044,5424.668504,5602.251321,11915.30129,5622.374302,19838.14436,4185.430577,5713.122534,10496.03577,4337.706807,8597.042733,5672.387136,5889.037706,2416.067519,6512.318832,2867.044988,2217.839355,2762.453611,23539.12858,4454.71819,26275.42029,3009.291077,8601.859705,5162.662836,633.7541045,6847.282169,4358.735422,4553.874045,5150.435476,4875.499323,3035.800249,5443.570524,7957.348604,4612.362824,3244.354153,2468.173418,915.6862556,2955.635606,5871.420729,7472.955335,2834.389433,58743.55934,6999.077413,10258.38835,6970.514541,1098.248776,2363.916153,4234.518308,2996.31694,1954.440407,3248.55724,5085.587157,10253.79556,9064.681821,5325.343334,4532.081312,10390.57876,6420.797626,9650.999698,7784.601731,5369.584525,13950.63727,5057.721896,13132.64808,4799.03395,4624.279953,3193.66582,3140.254666,3743.369026,3551.115622,4207.304568,43465.54577,12162.43835,6275.466931,7390.26744,3989.446718,63.205045,3475.78587,4465.987883,17103.48024,2035.181233,4675.367528,63.205045,2
2284.54914,1479.705823,4393.326316,2859.153242,7378.056029,4592.216975,3967.71921,8955.689697,6734.157873,2353.429877,7835.208048,5296.308871,16251.41189,3332.13274,7057.741621,17103.48024,4657.389088,4446.780154,3659.798523,9505.951512,7181.743171,2542.91097,4223.016855,3295.896671,5429.308407,5003.585092,5313.143421,7002.529811,5649.904122,3649.27218,9400.642092,8368.762115,3686.917637,1852.004966,3745.255862,3395.556345,4799.03395,5493.142584,5017.233824,9227.76098,5682.741845,24554.55642,4088.684869,5922.229762,11612.20671,4318.699722,7887.669653,5191.40688,6192.320736,2569.501008,6354.307157,3239.092505,2319.93658,2777.661585,23539.12858,4554.523615,17949.20334,2825.887728,12129.0076,5271.123453,1316.674055,6170.437625,4653.973551,6205.533182,5881.786233,4595.124948,2942.280488,5187.46864,7510.712116,3618.972466,3263.70905,2306.091027,1534.962056,2428.114386,6208.020189,7498.446119,2602.705586,43465.54577,6168.723038,10722.42597,9064.681821,1355.129312,2291.618607,4211.250533,2618.247938,2331.565192,4216.769234,4704.699499,8745.167804,9384.537951,5043.237119,4683.214476,11645.33907,5488.712901,7812.010503,10235.99091,5352.680927,15184.80734,4588.326121,12774.59852,4472.457294,4593.073775,3002.044911,3328.58961,4010.306591,3581.291139,4093.894522,50694.65603,13223.92579,6020.302451,7069.000727,4077.673058,63.205045,3535.678851,3736.072545,15029.96758,1718.22768,3424.632311,63.205045,2
1619.200181,1222.594943,4387.895759,4472.457294,3903.47686,4630.077386,4032.872875,5030.13305,7337.094363,2641.751775,6389.781109,4256.715415,4808.373042,3846.604933,5973.854532,5409.156202,7535.605541,3211.126907,3775.764573,11720.85077,5125.267715,5523.653229,4275.848376,2808.957029,5908.082423,5435.014975,5163.670265,9513.692702,8649.112266,3689.26705,6444.448646,4954.831518,7702.543223,2520.579378,65208.07081,3659.117022,5857.10706,23194.51383,6041.585489,5758.267377,3552.433266,1622.084285,9707.548157,4668.389602,55190.87537,7613.780039,10214.79327,3561.375934,16754.16365,3968.998013,4791.54381,2400.975149,1916.18909,1248.266554,9431.583055,4749.771019,9994.514317,2683.781636,8327.71418,3824.432008,671.6540614,15767.21599,5609.463716,7156.284307,6950.707913,3973.681155,2925.881898,4522.979576,8402.495412,4067.556651,4115.879081,2168.355698,698.4993271,3658.368373,4029.556096,6584.129376,3010.378605,7093.052264,21492.64486,13359.50559,5342.367739,968.1278424,6003.901095,4378.595747,2809.34345,1401.04418,2122.591787,3292.956978,3676.133623,12791.42148,6008.130589,6435.236205,8662.366818,4963.904535,53220.62385,14705.42104,5488.712901,10715.28947,3658.52929,8259.580945,6316.284684,7991.539102,3115.878475,3474.799275,3580.445595,3158.463853,4459.436919,10233.00086,10673.7805,6473.37681,3998.319043,2562.570641,2226.367828,2513.4476,4402.35552,12221.69642,2031.451797,6341.941658,754.5758352,2
2039.897873,1605.198547,3979.087404,4304.19559,5616.805529,5321.451328,3874.654733,5257.364334,9533.923106,3619.428289,8279.73187,4674.568406,5350.553731,4018.366163,6753.73218,5871.420729,5948.324387,3405.761875,3092.354593,10632.27351,4965.403018,4927.325991,3514.296116,3228.880334,6070.798626,5268.887078,5326.90254,9271.487341,7584.870818,3166.788825,7353.548451,4912.390682,6902.157405,2188.440674,43465.54577,4003.670691,5974.58008,20977.85043,5452.536388,5134.51942,3685.626318,1839.505912,7497.253223,4450.329735,37515.05483,6787.763486,8992.679905,3264.083843,14106.69351,2920.089282,4837.545923,2540.176224,2350.325817,1871.501548,9854.522906,4703.757094,7587.136083,2843.77894,10235.99091,4013.606608,540.2558531,14671.91802,5570.42342,8858.884055,7716.212358,4251.197729,2691.263496,3677.743479,8107.527674,3230.723136,4037.254022,2809.34345,1449.941026,4201.609081,3886.60786,5888.960188,2772.849035,6550.187887,29763.04474,14316.28267,7094.459591,943.7871182,4621.725277,4149.49228,2578.141972,1419.232789,2977.745761,4296.906996,3517.673879,12791.42148,5583.078086,6190.935105,8753.709586,4772.934581,50694.65603,17524.00255,5923.548008,10805.44193,4418.886157,8576.076733,6314.582476,8189.522958,2812.387994,3901.57522,3833.942048,3302.860379,4446.780154,11400.2475,11612.20671,6291.998743,4182.772542,2411.013159,2001.850729,2289.717728,4707.624086,12221.69642,1922.957437,4216.769234,92.33225678,2
2704.809186,1780.148821,5683.30176,3407.636762,6317.998071,3730.995693,15906.0881,3377.518866,6934.810698,2143.108684,6822.72553,4738.197062,3599.370544,2076.566425,7613.780039,7991.539102,17524.00255,5107.363811,4580.079365,9951.75836,4755.985157,4217.239168,4368.912984,4067.853855,8416.522827,6086.355157,14105.48697,5567.224887,8662.366818,10009.34123,7215.297889,7495.165489,5537.178378,1959.645078,10241.64836,8824.508275,5602.276548,4875.027062,4179.25259,4625.019589,3206.525017,2634.333215,4930.871309,2942.40311,10895.30842,4020.40331,13748.64396,6194.54371,7005.810441,2579.566678,4425.083216,4151.256819,2768.768344,1270.759187,18132.61962,6126.842739,3305.389169,2610.175228,6689.782402,27770.36794,20352.93879,12496.94391,3035.800249,3736.072545,5648.598394,2926.271241,3465.759234,5693.576526,5459.569478,2603.06971,3802.983324,1842.683677,3067.257395,3763.899137,7111.460647,4315.686482,2345.76238,5162.662836,4234.193466,9552.729837,5828.674115,1897.444446,3853.926059,4218.032042,1922.987656,800.9953068,1893.88451,3687.160079,5777.312094,14519.48253,5526.281654,4408.45787,11612.20671,7884.473325,6391.81469,12516.17399,8037.720083,22605.59886,5452.536388,7852.829591,4495.149534,4141.987454,3392.360832,2304.749087,4266.847037,3707.319443,5823.96799,8119.72269,11400.2475,4228.943196,4694.967321,3386.084969,63.205045,1269.215011,4571.636941,26552.75206,1098.301997,2997.308327,63.205045,2
2993.882403,1584.459031,5712.934101,3943.386457,5893.773424,3195.713656,15565.22268,3367.235004,8501.495346,1765.497606,6528.223167,4911.444667,3831.67338,2110.736791,9478.36138,7592.573276,22129.84792,5478.483393,4519.112898,9121.251301,4528.1042,3890.014998,4879.059724,3967.71921,8546.772215,5817.702482,14316.28267,5823.197554,7724.71001,9513.692702,8059.766962,7004.39791,5060.140942,2284.54914,9793.313996,8373.297196,6321.847553,4482.428215,4212.836238,4436.830343,3358.272875,2213.62988,4470.019835,2770.27109,10390.57876,4094.80543,12927.00128,5043.237119,6976.198698,2433.474592,4169.861454,3600.333908,2705.21426,1198.928028,16754.16365,5842.936232,3159.191283,2785.180289,6979.8703,28835.03385,21038.63495,11279.12137,3018.987904,3735.611526,6022.178589,2927.902837,3999.674636,6260.240571,5777.312094,2926.892323,3629.105063,1982.946541,2684.148181,3350.858627,6816.612174,4747.691499,2339.484622,6190.531499,4930.871309,11574.84855,5272.060314,1498.098293,3734.653996,4255.984169,2003.390653,923.7438741,1869.832248,2191.495335,4316.418005,15184.80734,5371.441379,5667.980158,11291.60344,8345.46194,8463.678049,13427.12565,6400.411662,19838.14436,4992.904694,7834.119484,5191.40688,4097.693662,3580.220339,2634.007617,4396.557163,2968.525375,5526.281654,7562.660663,11297.06471,4346.680391,4865.308466,3504.451274,100.0191685,351.021335,4964.689611,23993.1385,1668.730705,3610.266312,50.93367049,2
2122.591787,8753.709586,5927.774671,2995.37052,10777.25681,4679.963559,13748.64396,3275.607584,5047.809002,1893.88451,8858.884055,7421.776311,8209.807054,6516.942741,2373.406473,7800.564766,69022.20431,3131.444916,4532.716668,4746.655966,3947.8726,3192.739813,4307.360152,30827.71065,7351.800291,5007.43082,5672.387136,4555.377482,5438.751158,4216.958718,7299.471604,10599.21856,3580.033095,2096.074051,3464.701153,7187.002227,5220.339204,6022.580215,3804.343812,4565.015203,3812.685766,4065.18621,2790.236702,3523.727812,21465.89279,15379.28417,6177.094375,5693.576526,11188.42065,13883.77836,4564.581298,2498.815302,2602.845634,1401.04418,23993.1385,6547.701095,2332.577114,37307.07203,11965.94234,4799.635936,1415.52799,5714.594973,8924.734064,4963.832552,5301.334671,3873.013716,4338.568146,11117.04576,5713.122534,2902.732534,14105.48697,2029.107066,1286.772776,3551.679443,4876.822464,2795.26749,10080.91311,5634.993823,5218.914803,6753.73218,3522.434537,1007.569237,2165.478212,4018.366163,6964.177493,1021.414874,2554.198301,4228.824265,1669.735293,7378.056029,3473.538137,3922.618871,6332.816495,5498.063639,5449.508921,10480.44524,4950.979701,18553.14192,6665.225763,5443.570524,4200.131441,8071.740379,3647.82817,3648.026148,3639.09302,4356.90185,5152.967903,5697.134427,7379.554283,6594.563358,4243.399441,2356.248656,131.1713821,2842.036423,4129.990642,14303.24617,9452.483792,4174.975827,40.54959929,2
1868.012046,8770.667264,4464.702679,2868.597911,12351.61465,4956.398084,13748.64396,3774.503015,6070.798626,2192.243043,9061.663592,8161.824744,8346.189812,7287.533576,2554.753162,6770.263991,69022.20431,3185.501485,5114.121631,4760.398827,3907.717247,3371.146551,4102.87242,27114.16998,7226.164392,4957.568358,5661.947905,4472.457294,6003.901095,4200.622305,8165.340095,10673.7805,3552.433266,2432.662499,3368.331542,8503.466175,6420.647348,6497.933449,4284.703473,5191.920895,4221.150381,4123.863462,2877.92632,3457.965147,22605.59886,14119.01592,7621.642087,5565.095513,10387.81918,13223.92579,5163.508431,2353.429877,2592.20005,572.51357,29201.62682,6990.946426,2289.749197,33941.38806,11229.22799,4397.403069,1334.93702,5469.995481,8098.227196,5833.204422,4704.699499,3901.695367,4835.756525,11976.60484,5648.598394,2976.525654,16243.6786,1936.328811,1070.232526,3250.091273,4937.779287,2942.806697,10624.62707,5003.585092,5091.417202,6486.312489,4198.95366,1553.50521,2062.264199,3951.010251,7280.399164,1481.354962,2134.038254,3340.460966,1401.772671,6902.157405,3784.587051,3628.245579,5871.716012,5149.174602,5123.922074,9041.07207,4889.479229,16941.5939,6314.582476,5537.28435,3907.652741,7745.882793,3412.071371,3434.362374,3590.967913,4318.218477,5028.730262,5058.107929,6445.825222,7307.091461,4109.413543,2708.247575,131.1713821,3323.554024,4105.776095,20352.93879,9573.28041,4421.052256,56.10605538,2
1827.859921,27770.36794,3029.116503,7038.883882,7526.67436,3907.717247,3804.837331,4419.069193,8368.762115,3531.620322,7482.075237,4036.992856,3774.368736,2562.420659,2817.709898,10019.7042,6028.525511,5347.424689,4423.163746,61131.81995,5097.219397,2626.323823,5889.403302,5523.022232,7925.292413,14796.87552,6437.17916,5845.365302,5106.415545,6763.769617,7578.939976,11965.94234,3035.800249,2290.584368,6297.566187,6684.768978,10081.17259,9061.663592,5125.751117,5420.081258,50694.65603,6379.979873,9154.410749,3755.066745,8508.012487,5084.053893,23993.1385,3044.235662,6878.213818,2484.067139,5529.760043,3028.027956,2411.013159,3219.790158,13748.64396,5645.948952,19838.14436,4373.429693,9224.709016,3176.00921,1516.773448,4864.762709,3570.84731,5899.752938,4165.083977,5030.13305,2579.156404,4680.002174,6190.935105,3149.069675,2768.243303,2256.559366,2165.478212,4020.444582,4990.849234,10998.49121,2275.741089,6134.487386,4520.989751,8625.37661,5985.327351,1587.671249,3754.904154,3522.425095,4984.779815,2194.632772,2818.259683,4398.998628,6749.606765,5871.716012,2908.883574,4670.232787,9780.154449,4534.060287,8501.495346,12639.01872,4080.089572,14316.28267,4152.972282,7957.348604,5763.015999,3735.725009,3454.417291,4159.94703,3219.589639,4925.922565,4554.085926,11008.4017,10650.85409,4161.553221,4613.863525,4500.36649,92.33225678,1291.55585,3310.436534,12129.0076,40496.14792,2183.304498,92.33225678,2
1615.524307,2358.895332,1483.294442,6841.191581,6332.816495,3884.481721,4110.83501,4776.50314,8005.576779,2982.573281,7215.297889,4143.553562,4209.276578,2908.897819,3201.580971,9815.357677,6527.26921,5714.594973,4017.371824,54929.42583,5313.652727,2900.735157,5978.583703,5442.295272,7835.208048,17103.48024,6525.16029,6710.214286,5681.340896,7446.445401,8161.824744,12516.17399,3589.427206,2313.557138,6781.960421,7495.165489,11400.2475,10097.71668,5670.592713,6432.144106,33941.38806,6976.63162,9310.913164,4543.291129,8924.734064,4798.954895,25488.08615,3367.765373,7641.838553,2801.339112,5285.782643,3237.410362,2507.503216,3208.411802,15215.90609,5822.098451,25981.23199,4121.186515,9591.41199,3314.643679,1811.631791,4685.487308,3969.976695,5291.105031,4318.218477,5205.155684,2585.450646,4367.360976,7005.810441,3096.198995,2910.284701,2747.052846,2409.492882,3726.081487,4705.696704,10560.70162,2602.705586,6232.167809,5019.45805,8644.803445,5667.980158,1717.89256,3898.174011,3570.84731,4653.973551,2087.486283,2474.76634,3697.474601,5839.480292,5952.726466,3132.246991,4619.660094,10081.17259,4714.248963,8948.612983,13081.85098,4110.079108,18553.14192,5046.355711,8416.744426,5204.626128,3745.255862,3464.094065,4760.398827,3211.126907,5051.202652,4865.308466,11612.20671,10019.7042,4392.06717,4487.01517,4626.298382,92.33225678,1584.459031,3455.068153,12774.59852,56897.05014,2475.015986,92.33225678,2
2414.952869,3988.147603,10307.5628,3621.04126,6480.600675,4039.696437,5341.352915,5220.339204,11188.42065,6592.26071,7128.056066,7220.095489,5305.452374,1566.270423,3561.391949,47141.97206,8913.538521,4432.545067,4823.868297,7998.167692,5498.021921,3129.049708,4763.981758,2547.018406,5903.550641,4349.391911,5125.267715,9121.251301,4506.3044,5553.283303,4852.772711,4257.984602,2074.866408,2246.344424,3764.377678,3929.38025,5903.454134,4168.751156,12927.00128,6432.144106,4410.904462,1908.648834,3931.038974,2833.762625,7549.179265,38915.15796,8895.403845,3061.592411,18132.61962,2720.530499,5201.796261,2538.693501,1242.689271,1234.310989,9107.632424,5763.015999,2161.32483,2875.77644,9718.945539,3210.39598,208.8411039,63990.2562,5616.805529,66163.76806,24100.54651,20352.93879,3503.480926,35214.16367,7285.159078,3302.860379,2625.978457,2795.46915,2122.591787,4128.480754,8662.366818,3856.756448,2562.385693,23993.1385,6798.731661,12383.26465,5004.770053,1222.594943,2617.156796,4506.303362,1764.026745,915.6862556,4937.779287,6260.240571,4029.275635,7932.269568,2825.887728,6504.823417,8464.505138,5712.621243,7549.513324,17524.00255,4263.375634,10405.8833,4358.735422,6602.48821,8031.300328,4456.744223,3454.549638,4016.884848,6623.976449,3395.677044,4593.073775,6253.97627,10908.62472,4199.618127,4613.407016,2083.485664,332.864274,3966.564128,5588.01443,13132.64808,4332.842807,3471.18443,38.50919022,2
2387.816574,4128.480754,11500.02447,3938.329364,5428.572181,3773.87558,6216.941448,5003.949064,9641.226251,6950.707913,7166.408384,8209.807054,6151.088032,1516.773448,3774.054359,54929.42583,10390.57876,4260.226933,5928.087528,8616.516785,5230.540305,3476.428576,4683.042786,1957.645154,5363.224363,5204.626128,4531.385295,8212.425724,4811.346915,5710.519354,4810.914287,3802.983324,2341.094847,2377.956757,3184.489388,3424.419036,5371.010449,4190.901297,13613.06416,7094.459591,4109.413543,1784.380387,4078.23012,3185.501485,6763.769617,28835.03385,7709.276639,3357.770269,15906.0881,3377.802918,4634.112198,1959.645078,1569.128095,1220.348432,7970.736717,4824.613814,2334.908154,2744.004536,9121.251301,3395.80193,650.1647327,56897.05014,5557.969537,69022.20431,25488.08615,21919.9027,3177.479981,34337.67418,6504.823417,3407.202131,2579.156404,2752.662584,2311.85241,3908.045375,10599.21856,3688.090553,2357.582315,20523.84051,6794.971235,12774.59852,4250.828162,2234.860889,2384.499601,4368.00823,1339.014893,1122.674113,5016.29242,6191.928286,3465.36686,6466.257107,2961.901303,6441.171933,8368.762115,6252.846342,7621.642087,18381.74714,5265.930126,9504.102978,4228.824265,5680.992622,7442.322744,4233.815207,2968.525375,3880.777153,8662.366818,2875.847498,4513.426721,5634.104448,9952.002487,4255.984169,4680.002174,1789.363646,40.54959929,5055.521655,5570.770255,13081.85098,4174.13458,3053.456048,170.8007738,2
1449.941026,9905.224162,4638.13407,3532.246002,4140.824547,4643.362228,4007.828588,6685.657647,18424.10379,5681.340896,7014.890013,4937.779287,4485.7002,2838.180156,2977.733707,7724.71001,5449.937612,4989.284048,3027.099716,9122.170705,5540.890606,2773.63189,3741.11262,3843.891921,16287.51381,4728.30979,5172.80725,6042.272463,6689.782402,2883.804459,6391.81469,7172.426471,8279.73187,2023.996,10214.79327,4506.303362,7546.5185,10233.00086,4565.964611,6969.316702,4644.07562,1810.536856,4157.798167,4175.346585,7762.745226,3238.177251,54929.42583,12088.78708,7220.095489,6338.747169,5618.050995,3503.768115,2204.442107,2226.246969,12271.08241,4374.912401,4596.029898,3100.837624,6274.800289,7204.357597,1045.86041,13903.49366,3313.494147,20214.37796,18459.68839,6564.290235,3391.16555,8856.049637,7957.72764,3610.245839,4244.864244,2433.893163,1587.671249,3438.68791,5163.670265,4952.168229,2424.87557,5315.442376,4143.553562,7226.164392,5573.388876,1546.07813,2728.763442,4007.935734,2400.264291,1254.503282,3713.597399,3413.012456,14161.43297,6216.941448,5282.598961,4991.845219,8601.859705,8464.505138,9197.196914,13009.80334,3970.755262,9627.291777,4193.383865,4397.403069,4560.791878,4466.667683,3037.259425,3396.29714,4077.673058,3464.094065,3754.99363,10524.8501,10470.83514,6014.69103,4518.210234,5413.912991,215.1236206,1174.433564,3263.08004,22129.84792,16255.40469,4671.503497,77.21767977,2
